% # columns="iter, evals, sigma, 0, fitness, xbest" seed=835141, Sat May 22 20:23:38 2021, <python>{}</python>
1 13 1.9073630776583874 0 10.596477607626985 -1.439608177091564 2.2078654407703655 -0.5843345303348969 6.377756790638239 6.6069059029976875 0.39534708508538163 2.1551218965622567 1.0121573073440298 -0.8345960949503328 0.67989080750071 2.104118100342278 -0.29783019912487274 -0.038797287209990136 -1.5648009893055534 -1.540534008305598 3.9885175272152757 0.6060393302087759 -3.486108315104321 -2.467740719971051 -2.029697099499689 1.3991122580347324 0.23484291239609345 -1.953301848784696 1.2023471185887242 1.5132491417681537 -0.9439335619327588 1.7126032190048297 23.49886270183267
2 26 1.850800721268501 0 10.698098525756143 -2.6568872943584783 5.035860256483276 1.532974414095564 6.24281202758043 2.7708597115086526 -0.6546254707082493 1.3055042408585105 -0.3764275951393965 1.5180011878965258 1.637392553972936 2.040643710405236 0.16499315833856243 1.7115529639900502 -2.9581501158736354 -0.8077482691333859 1.1552182677151528 1.956644503419233 -4.222854282029436 -0.9224540726392039 2.6441006126314477 -1.425682032363947 -1.087446824510081 -0.5965901802669012 -2.177350399330875 2.495670773758425 -1.0527487492735315 0.4522198441886268 24.10348801729433
3 39 1.817441400704152 0 10.498851479763282 -4.311321693182375 0.30932166367409897 2.600663922104889 -0.7475614316279908 3.9193322120322707 3.173753313562899 -1.1225566041673973 -2.4744710146435756 2.263334291991454 0.3379860655114557 0.5819199111987663 0.8582394251083495 2.61774073995673 -2.2570936791917537 3.2815837032300172 1.7512007099502345 0.35924234396912436 -1.619326208944189 0.45980808250427696 0.4532513429729783 0.4725149350005041 1.6926583032738103 1.5471240040895928 -3.826507687206685 4.954199028696644 -0.046856180051113805 0.5450660647494896 23.738078642125508
4 52 1.839831993156194 0 10.092733868454271 -5.936821844261306 1.6994862194967104 2.820814433215598 3.4374455065204614 3.646346916308716 2.551327289658069 -0.05070159958718268 0.903350569389326 2.5586987280565943 -0.2705897026023796 3.8089423384357106 -2.8208738438281795 3.10767118029577 -2.5540438572299133 1.4528502300586272 3.152292319515222 3.6005741291579287 -6.2608922395624065 0.7133812799845952 0.46288420675698716 -1.2729824978639468 3.0571948850231405 -1.0267956489570758 -4.666534356362384 5.613805330391727 -3.3353134679664103 1.9446725527255855 24.688389773440328
5 65 1.827101086981028 0 9.622462778027078 -4.976790304384096 1.8202797281158656 1.248146745224502 2.029513226728893 5.357174775666027 1.065201543119787 0.2916948926286942 1.189295353926515 -0.32282203559527156 -0.5800034664653748 4.7805884735283355 -1.3835928054287794 2.761028945467432 -2.9992730780974544 -3.1138077148295693 -0.47589733417002256 2.010129646360205 -6.018696416201755 -4.487212617960573 0.34960046181725263 0.08734625948778596 0.6211756619863644 -0.8638180435940082 -4.00576181648427 3.144344650349888 -4.482789519323148 -1.0505040429914054 23.291155231259445
6 78 1.8863610270180793 0 9.434955797036862 -3.696056759630898 1.7778125089059338 5.02509383993135 2.4471937977964577 5.990335314652075 3.496716144828273 -0.4630090503252691 1.5650396295365663 -2.1708858205309496 1.0306860707980674 4.838444103629277 2.5396830104453745 3.0429712606706762 -1.723503690895221 0.42841757761117194 0.32042843845063507 3.7469381236216774 -6.334830926368628 -1.8223581967379299 3.8293726959926366 -1.208546364549064 1.0107573229941313 -2.5432700540728708 -4.361449209632915 6.300500696681035 -2.6542907379772713 -0.8960698817291891 27.748318131470267
7 91 1.912602869023 0 9.424936484194102 -1.660403507431933 1.7113170279575955 1.6404505657633959 3.6795073758171677 6.031779817190953 2.7832461886019826 -2.033858507224227 1.6295762147970847 -3.1481229005385556 0.9851828907173719 3.9355440652847937 -0.34924671398865015 3.6269099753393883 -2.4916742697293364 -1.5470169918056322 4.170105282926275 5.690206597769247 -7.270213372072522 -1.5378570260222766 2.4499381203147803 3.627894924572626 -1.7641325224863718 -1.5183124444227243 -5.144338688656581 8.076112794161059 -2.556478742426519 -0.48491446033344704 25.700401683932554
8 104 1.925865752055295 0 9.86619856932608 -3.005264261282242 1.5108735665470368 1.3153055516452092 3.3571682391840314 4.436367695821456 1.8730310135550514 -3.744562261153192 4.3215741403495045 -0.3471127236340419 -0.0013174512162970053 2.837363144407916 1.5396080961404297 5.307651782416885 -3.586326369496457 0.7459345826155614 1.98953133287188 6.788632406363136 -8.79224502764615 -2.5167089429783065 2.963667283266962 4.764663004281549 0.11703383594423161 -0.6097791114822864 -4.892964256809933 6.1704403656636355 -4.304024958558507 0.849740574124489 25.757137200009655
9 117 1.9759938465845772 0 9.323403204210486 -6.37226051197253 0.08159564813299514 0.8972251446227294 1.6418409174732174 4.751965579113871 3.9279479389579826 -2.271684968279536 6.180626596345887 -2.76775643350451 -0.5215513076920174 1.3787628933110236 1.824104942496714 5.631600591636406 0.2519027339556592 0.3724221011256791 3.9011835626344604 3.5756875706027147 -7.283092478151459 -3.190320497657918 6.282260458258052 3.438527216606155 -5.901085334329812 -1.146455819123366 -7.841987773556044 4.9492702395336226 -2.2739020088808277 0.0971151922808698 25.937797182483592
10 130 1.996336008314249 0 9.761085961644335 -1.7232976913218954 1.6659477436398074 6.361144402018251 4.106575645715273 7.675331666512255 3.3797232213195767 -5.593907516406548 6.652165346674911 -1.464550074863757 -3.9168021397628587 4.683488676366339 4.567882154497435 0.7628610733464232 -1.119612201962881 0.6340571915881983 -0.2541986404091525 4.638175790471684 -10.54085677129542 -4.148258850841716 3.36922756700985 -2.6776752991066743 -2.2819319307497996 0.3792017544397164 -3.1574733955967704 4.959337113797771 -4.675355804860201 0.6591584951181186 27.121187030302632
