0.000168394,0.0002865,0.000981657
0.000560849,-0.000281346,0.00219983
0.000997942,-0.000840168,0.00378376
0.000657825,-0.00117922,0.00475288
-0.000792559,-0.00187888,0.00464223
-0.00340094,-0.00258178,0.00516695
-0.00396035,-0.00338069,0.00552213
-0.00281651,-0.00433703,0.0059987
-0.00245881,-0.00450019,0.00525125
-0.00168241,-0.00535728,0.00436047
-0.00155444,-0.00678954,0.00283113
-0.00215552,-0.00780498,0.00196684
-0.0036162,-0.0106852,0.00140797
-0.00239192,-0.0153895,0.00314988
0.00244681,-0.0220646,0.00591482
0.00777244,-0.0280668,0.00686779
0.0103409,-0.0262467,0.00375251
0.00523003,-0.0130776,-0.00508868
-1.93E-05,-0.00227124,-0.0105345
-0.000946626,-0.000316253,-0.0106952
8.33E-05,-0.000453996,-0.00853472
0.0002513,-0.000142886,-0.0075541
0.00144379,-0.000470842,-0.00579309
0.00241289,-0.00130774,-0.00418133
