0.000202,0.000344,0.001178
0.000673,-0.000338,0.002640
0.001198,-0.001008,0.004541
0.000789,-0.001415,0.005703
-0.000951,-0.002255,0.005571
-0.004081,-0.003098,0.006200
-0.004752,-0.004057,0.006627
-0.003380,-0.005204,0.007198
-0.002951,-0.005400,0.006301
-0.002019,-0.006429,0.005233
-0.001865,-0.008147,0.003397
-0.002587,-0.009366,0.002360
-0.004339,-0.012822,0.001690
-0.002870,-0.018467,0.003780
0.002936,-0.026478,0.007098
0.009327,-0.033680,0.008241
0.012409,-0.031496,0.004503
0.006276,-0.015693,-0.006106
-0.000023,-0.002725,-0.012641
-0.001136,-0.000380,-0.012834
0.000100,-0.000545,-0.010242
0.000302,-0.000171,-0.009065
0.001733,-0.000565,-0.006952
0.002895,-0.001569,-0.005018
