% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=835141, Sat May 22 20:23:38 2021, <python>{}</python>
1 13 1.9073630776583874 1.0000482154480417 10.596477607626985 1.0596477607626985e+01 12.532998064470863 14.663895728723553   
2 26 1.850800721268501 1.0886170300404268 10.596477607626985 1.0698098525756143e+01 12.273157115942492 14.32492508423945   
3 39 1.817441400704152 1.1116426539694468 10.498851479763282 1.0498851479763282e+01 12.381879375060992 13.844498760367859   
4 52 1.839831993156194 1.128418784885636 10.092733868454271 1.0092733868454271e+01 11.423550628501188 14.972551487738448   
5 65 1.827101086981028 1.1673674886545136 9.622462778027078 9.6224627780270779e+00 10.75181438058143 12.660680415066286   
6 78 1.8863610270180793 1.1912913940174952 9.434955797036862 9.4349557970368618e+00 10.948259258168392 12.781365232292758   
7 91 1.912602869023 1.2359991527938812 9.424936484194102 9.4249364841941023e+00 11.122053736108834 12.972888703130595   
8 104 1.925865752055295 1.2715420101006318 9.424936484194102 9.8661985693260803e+00 10.72521391429419 11.807835324838607   
9 117 1.9759938465845772 1.2951500702308336 9.323403204210486 9.3234032042104857e+00 11.150534864774858 13.157934562970357   
10 130 1.996336008314249 1.3135652685415393 9.323403204210486 9.7610859616443353e+00 10.624044068744425 13.45071413363111   
11 143 2.047643240293392 1.3423372220917245 9.323403204210486 1.0108423607508216e+01 10.595177385348784 12.664184345764614   
12 156 2.052097482951327 1.3930351511686094 9.323403204210486 1.0178732643387649e+01 10.734457174225412 14.981647714832244   
13 169 2.0025884161462355 1.432020810843271 9.323403204210486 9.6106629344793362e+00 11.685636633471407 15.011493538541483   
14 182 1.952729678465093 1.4468643907605745 9.323403204210486 1.0382628800915274e+01 10.972753701118814 13.840171596939665   
15 195 1.8947428053059314 1.4543489632715252 9.323403204210486 9.6936749224996390e+00 11.735411344376534 13.757936663103028   
16 208 1.8601120849926414 1.4734974942601444 9.323403204210486 1.0229102389322195e+01 10.814550851555222 14.023923758084429   
17 221 1.9127748118072472 1.5061077194537482 9.323403204210486 1.0076098945834797e+01 10.919257796239327 13.227607851814366   
18 234 1.9855710899797314 1.535131737593655 9.323403204210486 9.8595424133107912e+00 11.246660277561391 14.207159219652487   
19 247 1.9698499707285595 1.549567838530788 9.323403204210486 1.0326095321152719e+01 11.818372279014797 13.83486126587594   
20 260 1.9769724111454148 1.5645347330194643 9.323403204210486 9.8372628314414925e+00 10.74766308579053 11.53341412567268   
21 273 1.9615700173953141 1.5590950854476582 9.323403204210486 1.0053888147717727e+01 11.03946509297 12.639002812095463   
22 286 1.978584979072522 1.575319430965677 9.323403204210486 9.7630048833072713e+00 11.032180510119272 12.508052795352905   
23 299 1.9802926528732347 1.5899371100710047 9.323403204210486 9.6946829613379837e+00 11.461273973486517 12.935698817285116   
24 312 1.978718316312251 1.6216928177371415 9.323403204210486 1.0468563010643742e+01 11.50530672099238 15.708086941308272   
25 325 1.9349979764625604 1.6358500245857677 9.323403204210486 9.9559183682184695e+00 10.856526759374528 14.146362539201146   
26 338 1.9548778432212721 1.6488128348782904 9.323403204210486 9.9168023706645840e+00 10.658682038984942 12.755704715586393   
27 351 1.9196426945016951 1.675621283067614 9.323403204210486 9.8626008673175214e+00 10.697189978188563 15.681465798760847   
28 364 1.8625376414076835 1.7050051821807826 9.323403204210486 9.4722299243691559e+00 10.717951961089398 14.296442287409562   
29 377 1.8213972223145405 1.7150650950179678 9.323403204210486 9.5509522406515259e+00 10.656828643065351 14.130564642868194   
