cone_type,friction,geom_size,geom_solimp_high,geom_solimp_low,geom_solimp_width,geom_solref_dampratio,geom_solref_timeconst,impratio,joint_solimp_high,joint_solimp_low,joint_solimp_width,joint_solref_dampratio,joint_solref_timeconst,num_cloth_geoms,tendon_main_solimp_high,tendon_main_solimp_low,tendon_main_solimp_width,tendon_main_solref_dampratio,tendon_main_solref_timeconst,tendon_shear_solimp_high,tendon_shear_solimp_low,tendon_shear_solimp_width,tendon_shear_solref_dampratio,tendon_shear_solref_timeconst
elliptic,0.147729278855926,0.005711052811439,0.994335283067715,0.992345121664532,0.010445458168408,0.987585238929364,0.016600901123506,28.450219855434,0.999061876311311,0.999711838338495,0.015777125004367,0.983450085039538,0.037520301666008,15,0.995303471267149,0.997500837096295,0.014159340250241,1.00903499644861,0.048483959508057,0.993453958127813,0.99525315742533,0.026079745719174,1.00106453530881,0.037281057620178
elliptic,0.067546110983446,0.006160180973551,0.997254047176085,0.993283419615829,0.017041592604302,0.99464207619307,0.047872784254985,25.820914974727,0.993242077764244,0.991187468474317,0.014324973279793,0.983794637741798,0.0109560803208,15,0.999826127806054,0.995297416454451,0.018999789865926,1.011196092984,0.038342381126147,0.991630976084034,0.990335251714117,0.016186346289823,0.982862269559259,0.027417927623037
elliptic,1.50942341381861,0.001416731642602,0.995546409259524,0.998367217815822,0.025671156140182,1.01379199718084,0.028219443324406,17.3072011910556,0.993427881963294,0.997409152799188,0.022140576056129,1.00070900689537,0.021067390690673,11,0.991620590293045,0.998436294444057,0.022357728976452,0.99872210518503,0.016590903784861,0.992045910817849,0.999869441580266,0.015991879198493,1.01296767568418,0.017358563462505
elliptic,0.056441460452742,0.006346094396304,0.993826863109684,0.996607628548302,0.015346873192252,0.982258293438603,0.049491126708505,29.4838240135321,0.998586849316517,0.996960418502976,0.02502575614088,0.992644751211388,0.02608950525529,15,0.991663377078586,0.996718639434102,0.011495001375333,1.0052725013669,0.020605534944984,0.996936612117932,0.990655894693165,0.024494839736524,0.985024129874314,0.037848841935189
elliptic,7.39115922829612,0.002523132790798,0.993804843403488,0.994749360196149,0.020595577658164,1.0154735235914,0.042825892749345,15.7314481483696,0.990180194962204,0.993903767299972,0.01029842051987,0.99075249861985,0.033904510323532,9,0.991946709196964,0.995471191257966,0.014862454627679,0.994028529664874,0.047079868700534,0.99421042025206,0.997908871867948,0.010269426435328,1.00179964356622,0.040138955561811
pyramidal,0.04061919305394,0.006223623969983,0.992307949195243,0.993818832554925,0.013240510771176,1.00922883807008,0.010262173542073,14.4849563806709,0.991848702586904,0.995576107573661,0.015575969633838,0.999040449043004,0.034333364780385,15,0.990656731189122,0.999226941500418,0.016921705190434,1.00299847790483,0.042822709363014,0.99794804675521,0.992617975646439,0.01370277061703,0.985282285139182,0.043685192296581
elliptic,6.6917164438296,0.002455980441496,0.999126816125098,0.990184812372908,0.015746775054318,0.985854246587146,0.029093809749832,20.7372327752961,0.996145303694712,0.995272150347824,0.02657891670807,0.988836765686047,0.019488765745245,9,0.991508339226663,0.996278020868344,0.026915035249898,0.981374785544395,0.048976873398641,0.996527589148207,0.994556878138196,0.015594425041907,1.00497726710048,0.042467339932436
elliptic,9.56436270524,0.003793253314264,0.992035391342553,0.991692335831762,0.015501561449681,1.01367130075658,0.048875430488008,2.65421404277029,0.996489543055504,0.990991730177413,0.018443359949253,0.993280961837369,0.049799762882764,9,0.99017482468188,0.99113739136844,0.017996471279358,0.983817849683606,0.044616417665316,0.990715142137006,0.99206291616892,0.029999816287709,1.01236831780229,0.031283007537281
pyramidal,0.091793637568059,0.007161324160814,0.992071094103614,0.993543693989355,0.017463537383994,1.00220007293957,0.028203842534284,33.0927276580123,0.992024102893993,0.996974864736372,0.023104728520331,1.00558849064034,0.014240661046437,11,0.994348701908721,0.992854035706783,0.017709377094507,1.0092038160265,0.022862587663351,0.995967772725136,0.99518020389288,0.024857995629815,0.985177325499623,0.02612533053725
pyramidal,0.50986513128622,0.007635326147487,0.995241420645491,0.992644650478703,0.02594893711811,0.998220413852268,0.033569447232391,39.4641444010333,0.997989694748448,0.994050316507414,0.020323993780921,1.00423168027586,0.028295786937962,11,0.993340032101225,0.997172966475546,0.0179803426587,0.984782396054012,0.03639601732205,0.990881369366663,0.996542487203024,0.018108064996397,0.994276738152508,0.036875166205366
elliptic,1.27339841321334,0.008604520210759,0.995945809743711,0.998950062739744,0.016502601740257,1.00106000860918,0.028742100025662,8.75608643223157,0.992502207044697,0.999408478583689,0.016066744177732,0.998096392923573,0.0131894022604,11,0.991853825966828,0.997912481502888,0.029603111734095,1.01334840576498,0.038953777591502,0.995096046258743,0.997977576267121,0.017203899693918,0.997554853729048,0.026582102374118
elliptic,9.96087676019156,0.001302208280758,0.995034690393973,0.993406805941697,0.028907386203219,0.983584872261566,0.035082940856317,18.7548323174479,0.990442503109568,0.997881848898188,0.017858446580026,1.00372718868838,0.04175192940793,9,0.994325732848695,0.991656744649671,0.021104996898084,1.00111300379526,0.047205218846613,0.995771441193499,0.994657026739344,0.019267279260338,0.992957427540063,0.034366083659873
elliptic,6.23762741241312,0.001492700895897,0.990402647861837,0.997326719735562,0.019414930405498,0.997704727625019,0.035522030054045,25.7540023548148,0.99827666867185,0.997896721117656,0.013192602081467,1.01308415964399,0.01003580788914,9,0.995898444156589,0.993382734660696,0.017274182007292,1.00051332337102,0.046800204256695,0.993596294814513,0.99237363280913,0.013013325057006,0.994056389272628,0.032119330713812
elliptic,9.79751841244915,0.002024673979469,0.995870473089771,0.99087548295374,0.028164086899616,1.0145517629325,0.013673698642742,7.05226404091951,0.990224092573789,0.995846022366919,0.026070698204849,1.00240883664797,0.040156041263548,9,0.997356484253415,0.995753507810956,0.021718642664933,0.99735125555414,0.046049726693006,0.997983515503377,0.996717673231611,0.028322030488157,0.998876436975287,0.036300444570309
pyramidal,0.085942117172004,0.006433736473955,0.998466048134645,0.991370170367503,0.016169569204495,0.994359154791636,0.031554090709269,25.7029358502563,0.999534327667765,0.996782268635637,0.01086407831005,1.00767821522622,0.040960836275322,15,0.999824905309989,0.999161768681219,0.010835360293386,1.00067509903507,0.030827904257807,0.990614442394402,0.991377372105041,0.015775580139478,1.01040047716987,0.04887323421524
pyramidal,0.198866667377921,0.008151253986518,0.996492232275156,0.992762785986117,0.024851349514834,1.01506188529751,0.038182036935304,6.50340159252537,0.996214860584741,0.996665683646644,0.02344782610695,1.00233901727432,0.034404042827296,11,0.994600306374487,0.990557454895872,0.019003523337524,0.985134583899947,0.013063882858158,0.997335270696914,0.993305810025603,0.01615901908963,0.992587526911256,0.036128845561841
