0,0,0,0,0,0,0,0,0
-4.14668e-06,-1.83727e-06,-8.34762e-06,0.00414668,0.00183727,0.00834762,-4.14668,-1.83727,-8.34762
-4.71172e-06,-3.65849e-06,-1.08349e-05,0.00471172,0.00365849,0.0108349,-0.565034,-1.82122,-2.48726
-4.86849e-06,-3.75137e-06,-1.10606e-05,0.00486849,0.00375137,0.0110606,-0.156774,-0.092886,-0.225686
-3.6119e-06,-2.70909e-06,-9.06243e-06,0.0036119,0.00270909,0.00906243,1.25659,1.04229,1.99814
-4.8551e-06,-3.24731e-06,-1.01002e-05,0.0048551,0.00324731,0.0101002,-1.2432,-0.538223,-1.03779
-5.51196e-06,-1.51342e-06,-9.94172e-06,0.00551196,0.00151342,0.00994172,-0.656852,1.73389,0.158499
-3.34947e-06,-3.2841e-06,-7.86929e-06,0.00334947,0.0032841,0.00786929,2.16249,-1.77067,2.07243
-4.76325e-06,-2.35363e-06,-9.80834e-06,0.00476325,0.00235363,0.00980834,-1.41378,0.930464,-1.93905
-5.64436e-06,-4.76019e-06,-1.19367e-05,0.00564436,0.00476019,0.0119367,-0.881116,-2.40656,-2.12839
-5.64849e-06,-2.71319e-06,-9.87771e-06,0.00564849,0.00271319,0.00987771,-0.00413054,2.04701,2.05901
-2.94141e-06,-4.68277e-06,-8.75801e-06,0.00294141,0.00468277,0.00875801,2.70708,-1.96959,1.1197
-4.64364e-06,-2.00606e-06,-9.57923e-06,0.00464364,0.00200606,0.00957923,-1.70223,2.67671,-0.821216
-1.36548e-06,-2.53204e-06,-8.31148e-06,0.00136548,0.00253204,0.00831148,3.27817,-0.525984,1.26775
3.31818e-06,-1.8856e-06,-5.53417e-06,-0.00331818,0.0018856,0.00553417,4.68366,0.646439,2.77731
1.00578e-05,7.32736e-07,-1.40001e-06,-0.0100578,-0.000732736,0.00140001,6.73963,2.61834,4.13416
1.99289e-05,4.85204e-06,2.91254e-06,-0.0199289,-0.00485204,-0.00291254,9.87107,4.1193,4.31255
3.17701e-05,5.26622e-06,6.68949e-06,-0.0317701,-0.00526622,-0.00668949,11.8412,0.414177,3.77695
4.57542e-05,9.92719e-06,1.25158e-05,-0.0457542,-0.00992719,-0.0125158,13.9841,4.66098,5.82633
6.47938e-05,1.48397e-05,1.9922e-05,-0.0647938,-0.0148397,-0.019922,19.0396,4.91248,7.40617
8.77673e-05,1.90568e-05,2.83271e-05,-0.0877673,-0.0190568,-0.0283271,22.9734,4.21709,8.4051
0.000117226,2.70499e-05,4.18509e-05,-0.117226,-0.0270499,-0.0418509,29.4586,7.99312,13.5238
0.000147585,3.16979e-05,5.45258e-05,-0.147585,-0.0316979,-0.0545258,30.3588,4.648,12.6749
0.00018543,4.0972e-05,6.88277e-05,-0.18543,-0.040972,-0.0688277,37.8452,9.27407,14.3019
0.000233553,4.83354e-05,9.04988e-05,-0.233553,-0.0483354,-0.0904988,48.1232,7.36348,21.6712
0.000282393,5.13099e-05,0.000110873,-0.282393,-0.0513099,-0.110873,48.8393,2.97446,20.374
0.000342898,5.32754e-05,0.000138818,-0.342898,-0.0532754,-0.138818,60.5059,1.96546,27.9455
0.00040991,5.201e-05,0.000167906,-0.40991,-0.05201,-0.167906,67.0115,-1.26537,29.0874
0.000480889,5.24258e-05,0.000201004,-0.480889,-0.0524258,-0.201004,70.9792,0.415848,33.0981
0.000560366,5.29487e-05,0.000238087,-0.560366,-0.0529487,-0.238087,79.4772,0.522881,37.0828
0.000644494,5.65213e-05,0.000279126,-0.644494,-0.0565213,-0.279126,84.1274,3.57261,41.0389
0.000738609,6.07476e-05,0.000324408,-0.738609,-0.0607476,-0.324408,94.1152,4.22627,45.2819
0.000834706,6.01562e-05,0.000367756,-0.834706,-0.0601562,-0.367756,96.0967,-0.591425,43.3488
0.000940588,6.63348e-05,0.000419356,-0.940588,-0.0663348,-0.419356,105.882,6.17862,51.5998
0.00105535,7.26161e-05,0.000473726,-1.05535,-0.0726161,-0.473726,114.765,6.28128,54.3699
0.0011773,7.73153e-05,0.000534439,-1.1773,-0.0773153,-0.534439,121.953,4.69919,60.7127
0.00130862,8.60379e-05,0.000600968,-1.30862,-0.0860379,-0.600968,131.318,8.72268,66.5297
0.00144266,9.41471e-05,0.0006699,-1.44266,-0.0941471,-0.6699,134.034,8.10917,68.932
0.00158613,0.00010608,0.000749416,-1.58613,-0.10608,-0.749416,143.468,11.9327,79.5153
0.00173689,0.000116006,0.000828826,-1.73689,-0.116006,-0.828826,150.762,9.92657,79.4103
0.0018996,0.000133943,0.000922546,-1.8996,-0.133943,-0.922546,162.713,17.937,93.7201
0.00206488,0.000149705,0.00101691,-2.06488,-0.149705,-1.01691,165.276,15.7616,94.359
0.00223909,0.000167709,0.00111444,-2.23909,-0.167709,-1.11444,174.215,18.0045,97.5334
0.00241983,0.000187228,0.00121797,-2.41983,-0.187228,-1.21797,180.734,19.5186,103.536
0.00260783,0.000209626,0.00132815,-2.60783,-0.209626,-1.32815,188.007,22.3976,110.171
0.00280141,0.000233757,0.00144222,-2.80141,-0.233757,-1.44222,193.576,24.1311,114.073
0.00299981,0.000256744,0.00155873,-2.99981,-0.256744,-1.55873,198.397,22.9874,116.511
0.00320331,0.000279369,0.00167981,-3.20331,-0.279369,-1.67981,203.505,22.6251,121.083
0.0034148,0.00030483,0.00180837,-3.4148,-0.30483,-1.80837,211.491,25.4607,128.558
0.00363197,0.000331939,0.00194046,-3.63197,-0.331939,-1.94046,217.165,27.1088,132.093
0.00385925,0.000362271,0.00207964,-3.85925,-0.362271,-2.07964,227.278,30.3326,139.183
0.00409254,0.000391039,0.00222528,-4.09254,-0.391039,-2.22528,233.297,28.768,145.631
