0,0,0,0,0,0,0,0,0
2.56326e-06,-1.05094e-05,-4.09857e-06,-0.00256326,0.0105094,0.00409857,2.56326,-10.5094,-4.09857
3.28737e-06,-1.31913e-05,-3.94269e-06,-0.00328737,0.0131913,0.00394269,0.724112,-2.68186,0.155884
3.81152e-06,-1.28009e-05,-2.72552e-06,-0.00381152,0.0128009,0.00272552,0.524152,0.390358,1.21717
3.72249e-06,-1.17561e-05,-3.93746e-06,-0.00372249,0.0117561,0.00393746,-0.0890334,1.04482,-1.21194
4.11774e-06,-1.22197e-05,-3.01292e-06,-0.00411774,0.0122197,0.00301292,0.395258,-0.463587,0.924543
6.23342e-06,-1.42526e-05,-3.00524e-06,-0.00623342,0.0142526,0.00300524,2.11568,-2.03291,0.00768296
1.61037e-06,-1.11438e-05,-5.98428e-06,-0.00161037,0.0111438,0.00598428,-4.62305,3.1088,-2.97904
2.32181e-06,-1.22236e-05,-5.2703e-06,-0.00232181,0.0122236,0.0052703,0.711436,-1.07978,0.713984
3.59754e-06,-1.09647e-05,-2.82092e-06,-0.00359754,0.0109647,0.00282092,1.27573,1.2589,2.44938
5.70971e-06,-1.54994e-05,-2.12631e-06,-0.00570971,0.0154994,0.00212631,2.11216,-4.53475,0.694606
5.96448e-06,-1.43086e-05,-2.56893e-06,-0.00596448,0.0143086,0.00256893,0.254778,1.19083,-0.442612
7.38716e-06,-1.16769e-05,4.90527e-07,-0.00738716,0.0116769,-0.000490527,1.42268,2.63168,3.05945
1.12801e-05,-1.0859e-05,2.51279e-06,-0.0112801,0.010859,-0.00251279,3.89291,0.817862,2.02226
1.74045e-05,-1.06898e-05,6.19539e-06,-0.0174045,0.0106898,-0.00619539,6.12447,0.169247,3.6826
2.32649e-05,-9.79165e-06,8.47048e-06,-0.0232649,0.00979165,-0.00847048,5.86038,0.89815,2.2751
3.18899e-05,-7.50804e-06,1.44608e-05,-0.0318899,0.00750804,-0.0144608,8.62499,2.28361,5.99031
4.26189e-05,-7.92645e-06,2.02797e-05,-0.0426189,0.00792645,-0.0202797,10.729,-0.418415,5.81893
5.05707e-05,-5.36147e-06,2.48056e-05,-0.0505707,0.00536147,-0.0248056,7.95176,2.56498,4.52585
6.25676e-05,-7.34871e-06,3.09872e-05,-0.0625676,0.00734871,-0.0309872,11.9969,-1.98724,6.18166
7.29498e-05,-5.7343e-06,3.52075e-05,-0.0729498,0.0057343,-0.0352075,10.3822,1.61441,4.22028
8.33154e-05,-5.8046e-06,4.14043e-05,-0.0833154,0.0058046,-0.0414043,10.3656,-0.0703028,6.19674
9.75952e-05,-1.04543e-05,4.55135e-05,-0.0975952,0.0104543,-0.0455135,14.2798,-4.6497,4.10925
0.000111303,-7.0235e-06,5.49557e-05,-0.111303,0.0070235,-0.0549557,13.7079,3.43081,9.44221
0.000127002,-5.76057e-06,6.4746e-05,-0.127002,0.00576057,-0.064746,15.6993,1.26293,9.79026
0.000149231,-4.50487e-06,8.09537e-05,-0.149231,0.00450487,-0.0809537,22.2284,1.2557,16.2078
0.000167452,-1.43787e-06,9.26581e-05,-0.167452,0.00143787,-0.0926581,18.2211,3.067,11.7043
0.000191419,1.75491e-06,0.000111475,-0.191419,-0.00175491,-0.111475,23.9668,3.19278,18.8165
0.000218318,3.40864e-06,0.000130987,-0.218318,-0.00340864,-0.130987,26.8993,1.65372,19.5123
0.000248639,5.67162e-06,0.000157487,-0.248639,-0.00567162,-0.157487,30.321,2.26299,26.5004
0.000279048,9.91068e-06,0.000186104,-0.279048,-0.00991068,-0.186104,30.4089,4.23906,28.6166
0.000314983,1.78125e-05,0.000219156,-0.314983,-0.0178125,-0.219156,35.9357,7.9018,33.0522
0.000352557,2.19555e-05,0.000251971,-0.352557,-0.0219555,-0.251971,37.5736,4.14304,32.8148
0.000392578,2.63242e-05,0.000288844,-0.392578,-0.0263242,-0.288844,40.0215,4.36871,36.873
0.000439011,3.08694e-05,0.000329801,-0.439011,-0.0308694,-0.329801,46.4322,4.54516,40.9567
