-0.0020359,-0.00174356,0.00859922
-0.00610674,-0.00516778,0.00895021
-0.00878657,-0.00932389,0.00822374
-0.0110236,-0.0122034,0.00995914
-0.0126093,-0.0187765,0.0108541
-0.0108153,-0.0288551,0.00955813
-0.00243987,-0.0324719,0.00650626
0.00708256,-0.0302348,0.00351219
0.0136828,-0.0159781,-0.0025385
0.0115754,-0.0061045,-0.00746216
0.00724378,-0.00217939,-0.0104266
0.00552933,-0.00106044,-0.0120542
0.00814938,-0.00215794,-0.0102206
0.00326465,-0.00414821,-0.0105321
-0.000778051,-0.00550599,-0.00831351
-0.000266977,-0.00434586,-0.00457716
0.00149045,-0.00377039,-0.00235521
-0.000229553,-0.00400966,-0.00307594
-0.000586492,-0.00283968,-0.00131103
